"","Date","Rot","Home","Close","Season","Away","i.Close","Home_Spread"
"1112","1/12/2017",568,"CalPolySLO",2.5,"2016-17","CSFullerton",136.5,-2.5
"1113","1/12/2017",570,"CalSantaBarb",134,"2016-17","CalIrvine",8.5,8.5
"1114","1/12/2017",572,"SanDiego",127,"2016-17","SantaClara",3,3
"1115","1/12/2017",574,"Pacific",5.5,"2016-17","Pepperdine",135,-5.5
"1116","1/12/2017",576,"PortlandU",132.5,"2016-17","SaintMarysCA",12.5,12.5
"1117","1/12/2017",578,"CalRiverside",133.5,"2016-17","UCDavis",3.5,3.5
"1118","1/12/2017",580,"Stanford",6.5,"2016-17","WashingtonState",141,-6.5
"1119","1/12/2017",582,"Colorado",160.5,"2016-17","UCLA",5.5,5.5
"1120","1/12/2017",584,"EasternKentucky",134,"2016-17","TennesseeState",4,4
"1121","1/12/2017",586,"VMI",4,"2016-17","WesternCarolina",133,-4
"1122","1/12/2017",588,"ETennesseeSt",10,"2016-17","NCGreensboro",145,-10
"1123","1/12/2017",590,"MoreheadState",154,"2016-17","Belmont",4.5,4.5
"1124","1/12/2017",592,"Siena",7,"2016-17","Quinnipiac",152,-7
"1125","1/12/2017",594,"EasternIllinois",148.5,"2016-17","MurrayState",1,1
"1126","1/12/2017",596,"OralRoberts",5,"2016-17","SouthDakotaState",151,-5
"1127","1/12/2017",598,"SouthernUtah",2,"2016-17","SacramentoState",153,-2
"1128","1/12/2017",602,"SIUEdwardsville",2,"2016-17","AustinPeay",152.5,-2
"1129","1/12/2017",604,"WeberState",10.5,"2016-17","IdahoU",132.5,-10.5
"1130","1/12/2017",606,"MontanaState",2,"2016-17","NorthDakota",160,-2
"1131","1/12/2017",608,"Montana",10,"2016-17","No.Colorado",144,-10
"1132","1/12/2017",610,"IdahoState",143,"2016-17","E.Washington",3.5,3.5
"1133","1/12/2016",718,"Xavier",17.5,"2015-16","Depaul",149,-17.5
"1134","1/12/2016",720,"Northwestern",1,"2015-16","Wisconsin",125,-1
"1135","1/12/2016",722,"SouthFlorida",127.5,"2015-16","Tulane",2,2
"1136","1/12/2016",724,"KentState",9,"2015-16","MiamiOhio",140,-9
"1137","1/12/2016",726,"CentralMichigan",1,"2015-16","Akron",148.5,-1
"1138","1/12/2016",728,"EasternMichigan",6.5,"2015-16","Buffalo",152.5,-6.5
"1139","1/12/2016",730,"Ohio",10,"2015-16","BowlingGreen",143,-10
"1140","1/12/2016",732,"WesternMichigan",2.5,"2015-16","BallState",139,-2.5
"1141","1/12/2016",734,"Toledo",7,"2015-16","NoIllinois",145,-7
"1142","1/12/2016",736,"TexasA&M",6.5,"2015-16","Florida",141.5,-6.5
"1143","1/12/2016",738,"Kentucky",16,"2015-16","MississippiSt",147,-16
"1144","1/12/2016",740,"Massachusetts",150.5,"2015-16","GeoWashington",6.5,6.5
"1145","1/12/2016",742,"WestVirginia",156.5,"2015-16","Kansas",1,1
"1146","1/12/2016",744,"Virginia",5,"2015-16","MiamiFlorida",132,-5
"1147","1/12/2016",746,"KansasState",3.5,"2015-16","TexasTech",136,-3.5
"1148","1/12/2016",748,"Dayton",8.5,"2015-16","Davidson",154,-8.5
"1149","1/12/2016",750,"Evansville",16.5,"2015-16","Drake",138,-16.5
"1150","1/12/2016",752,"SoIllinois",4.5,"2015-16","IllinoisState",139,-4.5
"1151","1/12/2016",754,"Creighton",2.5,"2015-16","Providence",153,-2.5
"1152","1/12/2016",756,"Texas",154,"2015-16","IowaState",1.5,1.5
"1153","1/12/2016",758,"Michigan",139,"2015-16","Maryland",2,2
"1154","1/12/2016",760,"UtahState",9,"2015-16","AirForce",137.5,-9
"1155","1/12/2016",762,"Vanderbilt",15.5,"2015-16","Auburn",148.5,-15.5
"1156","1/12/2016",764,"Missouri",148.5,"2015-16","Arkansas",2.5,2.5
"1157","1/12/2016",766,"Nebraska",8,"2015-16","MinnesotaU",140.5,-8
"1158","1/12/2016",768,"UNLV",5,"2015-16","NewMexico",146.5,-5
"1159","1/12/2016",770,"Dartmouth",151,"2015-16","Canisius",2,2
"1160","1/12/2018",820,"Yale",8.5,"2017-18","Brown",155,-8.5
"1161","1/12/2018",822,"Butler",5,"2017-18","Marquette",157.5,-5
"1162","1/12/2018",824,"Dayton",3,"2017-18","VaCommonwealth",146.5,-3
"1163","1/12/2018",826,"DetroitU",4.5,"2017-18","YoungstownState",168,-4.5
"1164","1/12/2018",828,"IUPUI",5,"2017-18","WiscGreenBay",148.5,-5
"1165","1/12/2018",830,"Oakland",16,"2017-18","ClevelandState",157,-16
"1166","1/12/2018",832,"KentState",1,"2017-18","Ohio",151,-1
"1167","1/12/2018",834,"PennState",7.5,"2017-18","Nebraska",140.5,-7.5
"1168","1/12/2018",836,"IllinoisChicago",135.5,"2017-18","WiscMilwaukee",1,1
"1169","1/12/2018",838,"Princeton",9,"2017-18","Columbia",147.5,-9
"1170","1/12/2018",840,"Pennsylvania",9.5,"2017-18","Cornell",153.5,-9.5
"1171","1/12/2018",842,"Depaul",0,"2017-18","Providence",149.5,0
"1172","1/12/2018",844,"Canisius",4,"2017-18","St.Peter's",134,-4
"1173","1/12/2018",846,"Rider",12,"2017-18","Quinnipiac",158,-12
"1174","1/12/2018",848,"Niagara",2,"2017-18","Monmouth",157,-2
"1175","1/12/2018",850,"E.Washington",2,"2017-18","IdahoU",144.5,-2
"1176","1/13/2018",516,"RhodeIsland",7,"2017-18","St.Bonaventure",144.5,-7
"1177","1/13/2018",518,"Duke",17,"2017-18","WakeForest",163.5,-17
"1178","1/13/2018",520,"SetonHall",12,"2017-18","Georgetown",152,-12
"1179","1/13/2016",522,"EastCarolina",138,"2015-16","SMU",14,14
"1180","1/13/2018",522,"Kansas",13,"2017-18","KansasState",150.5,-13
"1181","1/13/2016",524,"St.Johns",138.5,"2015-16","Georgetown",8.5,8.5
"1182","1/13/2018",524,"MichiganState",9.5,"2017-18","Michigan",136.5,-9.5
"1183","1/13/2016",526,"OhioState",20,"2015-16","Rutgers",137.5,-20
"1184","1/13/2018",526,"MinnesotaU",152,"2017-18","Purdue",9,9
"1185","1/13/2016",528,"Syracuse",11,"2015-16","BostonCollege",129.5,-11
"1186","1/13/2018",528,"Duquesne",1.5,"2017-18","LaSalle",135.5,-1.5
"1187","1/13/2016",530,"GeorgeMason",135,"2015-16","St.Josephs",5,5
"1188","1/13/2018",530,"Tulane",3,"2017-18","Connecticut",144,-3
"1189","1/13/2016",532,"St.Bonaventure",1.5,"2015-16","RhodeIsland",142.5,-1.5
"1190","1/13/2018",532,"Oklahoma",6.5,"2017-18","TCU",173,-6.5
"1191","1/13/2016",534,"Richmond",13,"2015-16","LaSalle",143.5,-13
"1192","1/13/2018",534,"BostonCollege",15.5,"2017-18","Dartmouth",145,-15.5
"1193","1/13/2016",536,"VaCommonwealth",13,"2015-16","Fordham",142,-13
"1194","1/13/2018",536,"Mississippi",151,"2017-18","Florida",5,5
"1195","1/13/2016",538,"Clemson",141.5,"2015-16","Duke",7.5,7.5
"1196","1/13/2018",538,"Georgia",5,"2017-18","SouthCarolina",132,-5
"1197","1/13/2016",540,"Cincinnati",9.5,"2015-16","HoustonU",134,-9.5
"1198","1/13/2018",540,"Arizona",9,"2017-18","Oregon",149,-9
"1199","1/13/2016",542,"Duquesne",8.5,"2015-16","SaintLouis",140,-8.5
"1200","1/13/2018",542,"Temple",7.5,"2017-18","MemphisU",140,-7.5
"1201","1/13/2016",544,"LoyolaChicago",14,"2015-16","Bradley",114,-14
"1202","1/13/2018",544,"Xavier",3.5,"2017-18","Creighton",167,-3.5
"1203","1/13/2016",546,"IndianaState",133,"2015-16","NorthernIowa",1.5,1.5
"1204","1/13/2018",546,"Buffalo",16,"2017-18","MiamiOhio",149.5,-16
"1205","1/13/2016",548,"Georgia",4,"2015-16","Tennessee",150.5,-4
"1206","1/13/2018",548,"Akron",3.5,"2017-18","BowlingGreen",153.5,-3.5
"1207","1/13/2016",550,"MemphisU",6,"2015-16","Temple",140.5,-6
"1208","1/13/2018",550,"FloridaState",5,"2017-18","Syracuse",137.5,-5
"1209","1/13/2016",552,"Baylor",13,"2015-16","TCU",143,-13
"1210","1/13/2018",552,"TexasTech",4.5,"2017-18","WestVirginia",143.5,-4.5
"1211","1/13/2016",554,"Villanova",18,"2015-16","Marquette",144,-18
"1212","1/13/2018",554,"Pittsburgh",126.5,"2017-18","GeorgiaTech",5.5,5.5
"1213","1/13/2016",556,"Purdue",16.5,"2015-16","PennState",135,-16.5
"1214","1/13/2018",556,"GeorgeMason",130.5,"2017-18","SaintLouis",1.5,1.5
"1215","1/13/2016",558,"LSU",10,"2015-16","Mississippi",159.5,-10
"1216","1/13/2018",558,"Drake",2,"2017-18","Evansville",133.5,-2
"1217","1/13/2016",560,"Alabama",136,"2015-16","SouthCarolina",4,4
"1218","1/13/2018",560,"Clemson",5.5,"2017-18","MiamiFlorida",133.5,-5.5
"1219","1/13/2016",562,"MissouriSt",130,"2015-16","WichitaState",13.5,13.5
"1220","1/13/2018",562,"IowaState",143,"2017-18","Baylor",2.5,2.5
"1221","1/13/2016",564,"NCState",2,"2015-16","FloridaState",145.5,-2
"1222","1/13/2018",564,"TexSanAntonio",7,"2017-18","FlaAtlantic",154,-7
"1223","1/13/2016",566,"VirginiaTech",1,"2015-16","WakeForest",151,-1
"1224","1/13/2018",566,"Rice",138,"2017-18","NorthTexas",3,3
"1225","1/13/2016",568,"NotreDame",8,"2015-16","GeorgiaTech",150.5,-8
"1226","1/13/2018",568,"MississippiSt",151,"2017-18","Auburn",2.5,2.5
"1227","1/13/2016",570,"OklahomaState",147,"2015-16","Oklahoma",8.5,8.5
"1228","1/13/2018",570,"AppalachianSt",151,"2017-18","GeorgiaSouthern",3,3
"1229","1/13/2016",572,"SanJoseState",138,"2015-16","Wyoming",4,4
"1230","1/13/2018",572,"CoastalCarolina",1,"2017-18","GeorgiaState",137.5,-1
"1231","1/13/2016",574,"ColoradoState",138,"2015-16","SanDiegoState",3,3
"1232","1/13/2018",574,"Louisville",4.5,"2017-18","VirginiaTech",148.5,-4.5
"1233","1/13/2016",576,"Nevada",151,"2015-16","BoiseState",4,4
"1234","1/13/2018",576,"LoyolaChicago",7,"2017-18","Bradley",128.5,-7
"1235","1/13/2016",578,"Colorado",5,"2015-16","OregonState",139.5,-5
"1236","1/13/2018",578,"Wyoming",7,"2017-18","ColoradoState",148.5,-7
"1237","1/13/2016",580,"UCLA",3,"2015-16","USC",160.5,-3
"1238","1/13/2018",580,"Drexel",150.5,"2017-18","Hofstra",2,2
"1239","1/13/2016",582,"TennMartin",3,"2015-16","TennesseeTech",143.5,-3
"1240","1/13/2018",582,"William&Mary",3,"2017-18","Towson",153.5,-3
"1241","1/13/2016",584,"NDakotaSt",7.5,"2015-16","SouthDakota",145,-7.5
"1242","1/13/2018",584,"JamesMadison",3.5,"2017-18","Delaware",141,-3.5
"1243","1/13/2016",586,"SEMissouriSt",140,"2015-16","JacksonvilleSt",2.5,2.5
"1244","1/13/2018",586,"WashingtonState",4.5,"2017-18","California",151,-4.5
"1245","1/13/2018",588,"Vanderbilt",145.5,"2017-18","Kentucky",2,2
"1246","1/13/2018",590,"SouthAlabama",144,"2017-18","Troy",2,2
"1247","1/13/2018",592,"Richmond",2,"2017-18","GeoWashington",131.5,-2
"1248","1/13/2018",594,"WesternMichigan",146.5,"2017-18","BallState",1,1
"1249","1/13/2018",596,"NoIllinois",140.5,"2017-18","EasternMichigan",1.5,1.5
"1250","1/13/2018",598,"CentralMichigan",2,"2017-18","Toledo",147.5,-2
"1251","1/13/2018",600,"UAB",7.5,"2017-18","LouisianaTech",144.5,-7.5
"1252","1/13/2018",602,"SanJoseState",0,"2017-18","AirForce",129.5,0
"1253","1/13/2018",604,"OklahomaState",2,"2017-18","Texas",140.5,-2
"1254","1/13/2018",606,"Tennessee",3,"2017-18","TexasA&M",142,-3
"1255","1/13/2018",608,"Arkansas",4.5,"2017-18","Missouri",152.5,-4.5
"1256","1/13/2018",610,"NotreDame",146.5,"2017-18","NorthCarolina",5.5,5.5
"1257","1/13/2018",612,"SoIllinois",4,"2017-18","IllinoisState",142,-4
"1258","1/13/2018",614,"MiddleTennSt",14.5,"2017-18","SouthernMiss",139,-14.5
"1259","1/13/2018",616,"ArkansasLR",122.5,"2017-18","TexasState",1,1
"1260","1/13/2018",618,"ArizonaState",11.5,"2017-18","OregonState",150.5,-11.5
"1261","1/13/2018",620,"CharlotteU",152,"2017-18","WesternKentucky",13.5,13.5
"1262","1/13/2018",622,"Elon",139.5,"2017-18","CollCharleston",2.5,2.5
"1263","1/13/2018",624,"SouthFlorida",125.5,"2017-18","Cincinnati",22.5,22.5
"1264","1/13/2018",626,"FresnoState",9.5,"2017-18","NewMexico",145.5,-9.5
"1265","1/13/2018",628,"OldDominion",10,"2017-18","Marshall",153,-10
"1266","1/13/2018",630,"Princeton",10.5,"2017-18","Cornell",147.5,-10.5
"1267","1/13/2018",632,"Pennsylvania",8.5,"2017-18","Columbia",148,-8.5
"1268","1/13/2018",634,"NCWilmington",155,"2017-18","Northeastern",4.5,4.5
"1269","1/13/2018",636,"Tulsa",149,"2017-18","WichitaState",12,12
"1270","1/13/2018",638,"NorthernIowa",4,"2017-18","Valparaiso",125.5,-4
"1271","1/13/2018",640,"Nevada",13,"2017-18","UtahState",151,-13
"1272","1/13/2018",642,"St.Johns",153.5,"2017-18","Villanova",11.5,11.5
"1273","1/13/2018",644,"Pepperdine",145,"2017-18","SaintMarysCA",16.5,16.5
"1274","1/13/2018",646,"ArkansasState",155,"2017-18","UTArlington",5.5,5.5
"1275","1/13/2018",648,"ULLafayette",14.5,"2017-18","ULMonroe",144.5,-14.5
"1276","1/13/2018",650,"WashingtonU",4,"2017-18","Stanford",148,-4
"1277","1/13/2018",652,"LSU",4.5,"2017-18","Alabama",150,-4.5
"1278","1/13/2018",654,"UTEP",4.5,"2017-18","FloridaIntl",137.5,-4.5
"1279","1/13/2018",656,"CSFullerton",2,"2017-18","UCDavis",137,-2
"1280","1/13/2018",658,"CalRiverside",2,"2017-18","LongBeachState",149,-2
"1281","1/13/2018",660,"SanFrancisco",143.5,"2017-18","Gonzaga",14.5,14.5
"1282","1/13/2018",662,"SanDiego",8,"2017-18","LoyolaMarymount",137,-8
"1283","1/13/2018",664,"CSNorthridge",132.5,"2017-18","CalIrvine",7.5,7.5
"1284","1/13/2018",666,"PortlandU",138.5,"2017-18","Pacific",3,3
"1285","1/13/2018",668,"BoiseState",4,"2017-18","SanDiegoState",144,-4
"1286","1/13/2018",670,"SantaClara",135,"2017-18","BYU",8.5,8.5
"1287","1/13/2018",672,"UCLA",11,"2017-18","Colorado",153.5,-11
"1288","1/13/2018",674,"Hawaii",3,"2017-18","CalSantaBarb",142,-3
"1289","1/13/2018",676,"TheCitadel",161.5,"2017-18","TennesseeChat",1.5,1.5
"1290","1/13/2018",678,"SouthDakotaState",14.5,"2017-18","DenverU",150.5,-14.5
"1291","1/13/2018",680,"NorthDakota",151,"2017-18","WeberState",2.5,2.5
"1292","1/13/2018",682,"NDakotaSt",6,"2017-18","OralRoberts",143,-6
"1293","1/13/2018",684,"ETennesseeSt",22,"2017-18","VMI",140,-22
"1294","1/13/2018",686,"SouthernUtah",7,"2017-18","NorthernArizona",160,-7
"1295","1/13/2018",688,"PortlandState",162,"2017-18","Montana",1.5,1.5
"1296","1/13/2018",690,"No.Colorado",11.5,"2017-18","IdahoState",144.5,-11.5
"1297","1/13/2018",692,"Mercer",10,"2017-18","Samford",148.5,-10
"1298","1/13/2018",694,"EasternIllinois",136,"2017-18","Belmont",8.5,8.5
"1299","1/13/2018",696,"SEMissouriSt",4,"2017-18","EasternKentucky",149.5,-4
"1300","1/13/2018",698,"JacksonvilleSt",10,"2017-18","AustinPeay",135.5,-10
"1301","1/13/2018",700,"TennMartin",4.5,"2017-18","MoreheadState",139,-4.5
"1302","1/13/2018",702,"Wofford",145.5,"2017-18","Furman",1,1
"1303","1/13/2018",704,"IPFW",9,"2017-18","NebraskaOmaha",163.5,-9
"1304","1/13/2018",706,"Marist",145,"2017-18","Fairfield",5,5
"1305","1/13/2018",708,"Manhattan",6.5,"2017-18","Siena",136.5,-6.5
"1306","1/13/2018",710,"WesternCarolina",137,"2017-18","NCGreensboro",5.5,5.5
"1307","1/13/2018",712,"SIUEdwardsville",134.5,"2017-18","TennesseeState",2.5,2.5
"1308","1/13/2018",714,"TennesseeTech",152.5,"2017-18","MurrayState",7.5,7.5
"1309","1/13/2018",716,"SacramentoState",143.5,"2017-18","MontanaState",2,2
"1310","1/13/2017",720,"Oakland",18.5,"2016-17","DetroitU",154,-18.5
"1311","1/13/2017",722,"Princeton",16,"2016-17","Brown",150,-16
"1312","1/13/2017",724,"Pennsylvania",137,"2016-17","Yale",1,1
"1313","1/13/2017",726,"Manhattan",151,"2016-17","Rider",1.5,1.5
"1314","1/13/2017",728,"CentralMichigan",175,"2016-17","Toledo",2.5,2.5
"1315","1/14/2017",512,"Duquesne",144.5,"2016-17","Dayton",9.5,9.5
"1316","1/14/2017",514,"Louisville",3.5,"2016-17","Duke",146.5,-3.5
"1317","1/14/2017",516,"Clemson",124,"2016-17","Virginia",1.5,1.5
"1318","1/14/2017",518,"Providence",137.5,"2016-17","SetonHall",1.5,1.5
"1319","1/14/2017",520,"Georgetown",7.5,"2016-17","Connecticut",132.5,-7.5
"1320","1/14/2017",522,"St.Johns",150,"2016-17","Villanova",12.5,12.5
"1321","1/14/2017",524,"Pittsburgh",2.5,"2016-17","MiamiFlorida",141,-2.5
"1322","1/14/2017",526,"PennState",143,"2016-17","MinnesotaU",1,1
"1323","1/14/2017",528,"BowlingGreen",1,"2016-17","NoIllinois",137.5,-1
"1324","1/14/2017",530,"Florida",12,"2016-17","Georgia",139.5,-12
"1325","1/14/2017",532,"St.Josephs",2,"2016-17","Richmond",143.5,-2
"1326","1/14/2017",534,"MississippiSt",137.5,"2016-17","TexasA&M",2.5,2.5
"1327","1/14/2017",536,"IndianaState",7.5,"2016-17","Bradley",138.5,-7.5
"1328","1/14/2017",540,"WesternMichigan",1.5,"2016-17","KentState",151,-1.5
"1329","1/14/2017",542,"Buffalo",6,"2016-17","BallState",153.5,-6
"1330","1/14/2017",544,"Evansville",3.5,"2016-17","SoIllinois",131,-3.5
"1331","1/14/2017",546,"ColoradoState",4,"2016-17","NewMexico",146,-4
"1332","1/14/2017",548,"Davidson",146.5,"2016-17","VaCommonwealth",3,3
"1333","1/14/2017",550,"Marquette",15,"2016-17","Depaul",152,-15
"1334","1/14/2017",552,"NCWilmington",13.5,"2016-17","Hofstra",164.5,-13.5
"1335","1/14/2017",554,"UAB",4,"2016-17","Marshall",164.5,-4
"1336","1/14/2017",556,"Kansas",14,"2016-17","OklahomaState",169.5,-14
"1337","1/14/2017",558,"Michigan",9,"2016-17","Nebraska",131,-9
"1338","1/14/2017",560,"VirginiaTech",1.5,"2016-17","NotreDame",155.5,-1.5
"1339","1/14/2017",562,"Butler",4,"2016-17","Xavier",145.5,-4
"1340","1/14/2017",564,"Towson",3,"2016-17","Northeastern",140.5,-3
"1341","1/14/2017",566,"NorthCarolina",8.5,"2016-17","FloridaState",164.5,-8.5
"1342","1/14/2017",568,"GeorgeMason",13.5,"2016-17","SaintLouis",134.5,-13.5
"1343","1/14/2017",570,"WiscMilwaukee",0,"2016-17","WrightState",132.5,0
"1344","1/14/2017",572,"Rice",12.5,"2016-17","NorthTexas",151,-12.5
"1345","1/14/2017",574,"ClevelandState",134,"2016-17","Valparaiso",5.5,5.5
"1346","1/14/2017",576,"LSU",146,"2016-17","Alabama",3.5,3.5
"1347","1/14/2017",578,"Ohio",8,"2016-17","EasternMichigan",147.5,-8
"1348","1/14/2017",580,"MiamiOhio",149,"2016-17","Akron",8,8
"1349","1/14/2017",582,"CollCharleston",6,"2016-17","William&Mary",137,-6
"1350","1/14/2017",584,"California",16,"2016-17","WashingtonState",135.5,-16
"1351","1/14/2017",586,"Kentucky",24.5,"2016-17","Auburn",172,-24.5
"1352","1/14/2017",588,"SouthAlabama",4.5,"2016-17","TexasState",131.5,-4.5
"1353","1/14/2017",590,"CentralFlorida",125.5,"2016-17","HoustonU",2,2
"1354","1/14/2017",592,"Drexel",6,"2016-17","Delaware",140.5,-6
"1355","1/14/2017",594,"Texas",144.5,"2016-17","WestVirginia",11.5,11.5
"1356","1/14/2017",596,"JamesMadison",2,"2016-17","Elon",137.5,-2
"1357","1/14/2017",598,"Syracuse",12.5,"2016-17","BostonCollege",145.5,-12.5
"1358","1/14/2017",600,"TexSanAntonio",4.5,"2016-17","FloridaIntl",129.5,-4.5
"1359","1/14/2017",602,"Temple",6.5,"2016-17","Tulsa",141,-6.5
"1360","1/14/2017",604,"AirForce",4.5,"2016-17","SanJoseState",146.5,-4.5
"1361","1/14/2017",606,"Cornell",1,"2016-17","Columbia",152.5,-1
"1362","1/14/2017",608,"KansasState",1,"2016-17","Baylor",128.5,-1
"1363","1/14/2017",610,"St.Bonaventure",8,"2016-17","Fordham",138.5,-8
"1364","1/14/2017",612,"CoastalCarolina",5.5,"2016-17","AppalachianSt",146,-5.5
"1365","1/14/2017",614,"ULMonroe",137.5,"2016-17","GeorgiaState",2.5,2.5
"1366","1/14/2017",616,"Troy",153.5,"2016-17","UTArlington",5,5
"1367","1/14/2017",618,"TCU",1.5,"2016-17","IowaState",143,-1.5
"1368","1/14/2017",620,"Illinois",4,"2016-17","Maryland",143.5,-4
"1369","1/14/2017",622,"MemphisU",18,"2016-17","SouthFlorida",140.5,-18
"1370","1/14/2017",624,"Arkansas",14.5,"2016-17","Missouri",152.5,-14.5
"1371","1/14/2017",626,"Wyoming",0,"2016-17","Nevada",164.5,0
"1372","1/14/2017",628,"SouthCarolina",12,"2016-17","Mississippi",135,-12
"1373","1/14/2017",630,"OldDominion",1.5,"2016-17","LouisianaTech",122.5,-1.5
"1374","1/14/2017",632,"FresnoState",0,"2016-17","BoiseState",146.5,0
"1375","1/14/2017",634,"ArkansasLR",1,"2016-17","ArkansasState",135,-1
"1376","1/14/2017",636,"UtahU",165,"2016-17","UCLA",3,3
"1377","1/14/2017",638,"CharlotteU",9,"2016-17","SouthernMiss",147.5,-9
"1378","1/14/2017",640,"YoungstownState",0,"2016-17","IllinoisChicago",155.5,0
"1379","1/14/2017",642,"Princeton",6.5,"2016-17","Yale",140,-6.5
"1380","1/14/2017",644,"Pennsylvania",9.5,"2016-17","Brown",144,-9.5
"1381","1/14/2017",646,"Stanford",5.5,"2016-17","WashingtonU",152.5,-5.5
"1382","1/14/2017",648,"IllinoisState",138,"2016-17","WichitaState",3,3
"1383","1/14/2017",650,"MiddleTennSt",14.5,"2016-17","WesternKentucky",134,-14.5
"1384","1/14/2017",652,"Pepperdine",134,"2016-17","SantaClara",3,3
"1385","1/14/2017",654,"ULLafayette",9,"2016-17","GeorgiaSouthern",161,-9
"1386","1/14/2017",656,"Vanderbilt",6,"2016-17","Tennessee",149,-6
"1387","1/14/2017",658,"Oklahoma",1.5,"2016-17","TexasTech",139.5,-1.5
"1388","1/14/2017",660,"UTEP",1.5,"2016-17","FlaAtlantic",138.5,-1.5
"1389","1/14/2017",662,"SanDiego",151.5,"2016-17","BYU",10.5,10.5
"1390","1/14/2017",664,"CalSantaBarb",1,"2016-17","CalPolySLO",133,-1
"1391","1/14/2017",666,"SanFrancisco",8.5,"2016-17","Pacific",142,-8.5
"1392","1/14/2017",668,"SanDiegoState",9,"2016-17","UtahState",136.5,-9
"1393","1/14/2017",670,"PortlandU",137.5,"2016-17","LoyolaMarymount",1.5,1.5
"1394","1/14/2017",672,"Gonzaga",5,"2016-17","SaintMarysCA",136.5,-5
"1395","1/14/2017",674,"CSNorthridge",4,"2016-17","UCDavis",154.5,-4
"1396","1/14/2017",676,"CalIrvine",8.5,"2016-17","CSFullerton",142.5,-8.5
"1397","1/14/2017",678,"Oregon",25.5,"2016-17","OregonState",132,-25.5
"1398","1/14/2017",680,"Hawaii",137,"2016-17","LongBeachState",2,2
"1399","1/14/2017",682,"EasternIllinois",7.5,"2016-17","AustinPeay",151,-7.5
"1400","1/14/2017",684,"VMI",141,"2016-17","NCGreensboro",7,7
"1401","1/14/2017",686,"TheCitadel",181,"2016-17","Samford",6.5,6.5
"1402","1/14/2017",688,"Quinnipiac",158,"2016-17","Iona",6.5,6.5
"1403","1/14/2017",690,"Canisius",12,"2016-17","Marist",156,-12
"1404","1/14/2017",692,"SouthDakota",159.5,"2016-17","IPFW",3,3
"1405","1/14/2017",694,"NorthernArizona",147.5,"2016-17","SacramentoState",3.5,3.5
"1406","1/14/2017",696,"OralRoberts",3.5,"2016-17","IUPUI",158.5,-3.5
"1407","1/14/2017",698,"ETennesseeSt",19.5,"2016-17","WesternCarolina",135.5,-19.5
"1408","1/14/2017",700,"MontanaState",5,"2016-17","No.Colorado",158,-5
"1409","1/14/2016",714,"Tulsa",139.5,"2015-16","Connecticut",0,0
"1410","1/14/2016",716,"MichiganState",9,"2015-16","Iowa",148,-9
"1411","1/14/2016",718,"FlaAtlantic",4,"2015-16","SouthernMiss",126.5,-4
"1412","1/14/2016",720,"Hofstra",11,"2015-16","Drexel",139,-11
"1413","1/14/2016",722,"Elon",163,"2015-16","NCWilmington",3.5,3.5
"1414","1/14/2016",724,"Northeastern",5.5,"2015-16","JamesMadison",139.5,-5.5
"1415","1/14/2016",726,"Delaware",136,"2015-16","Towson",2.5,2.5
"1416","1/14/2016",728,"OldDominion",3,"2015-16","UAB",132.5,-3
"1417","1/14/2016",730,"NorthernKentucky",4.5,"2015-16","YoungstownState",154,-4.5
"1418","1/14/2016",732,"WrightState",7,"2015-16","ClevelandState",121,-7
"1419","1/14/2017",732,"Mercer",132,"2016-17","TennesseeChat",5.5,5.5
"1420","1/14/2016",734,"FloridaIntl",146,"2015-16","LouisianaTech",4,4
"1421","1/14/2017",734,"DenverU",139.5,"2016-17","NorthDakotaState",1.5,1.5
"1422","1/14/2016",736,"CharlotteU",146.5,"2015-16","MiddleTennSt",3,3
"1423","1/14/2017",736,"Wofford",1.5,"2016-17","Furman",141.5,-1.5
"1424","1/14/2016",738,"GeorgiaSouthern",160,"2015-16","ULLafayette",8,8
"1425","1/14/2017",738,"TennMartin",5.5,"2016-17","SEMissouriSt",153,-5.5
"1426","1/14/2016",740,"GeorgiaState",7.5,"2015-16","ULMonroe",120,-7.5
"1427","1/14/2017",740,"Niagara",154,"2016-17","Monmouth",10,10
"1428","1/14/2016",742,"CollCharleston",137,"2015-16","William&Mary",1.5,1.5
"1429","1/14/2017",742,"EasternKentucky",146,"2016-17","Belmont",8.5,8.5
"1430","1/14/2016",744,"IllinoisChicago",158.5,"2015-16","WiscGreenBay",13,13
"1431","1/14/2017",744,"MoreheadState",1,"2016-17","TennesseeState",139,-1
"1432","1/14/2016",746,"Valparaiso",12,"2015-16","WiscMilwaukee",131,-12
"1433","1/14/2017",746,"SIUEdwardsville",149.5,"2016-17","MurrayState",7.5,7.5
"1434","1/14/2016",748,"ArizonaState",8.5,"2015-16","WashingtonState",148,-8.5
"1435","1/14/2017",748,"NebraskaOmaha",8.5,"2016-17","WesternIllinois",157,-8.5
"1436","1/14/2016",750,"NorthTexas",169.5,"2015-16","Marshall",4.5,4.5
"1437","1/14/2017",750,"TennesseeTech",136.5,"2016-17","JacksonvilleSt",1.5,1.5
"1438","1/14/2016",752,"SouthAlabama",123,"2015-16","TexasState",1,1
"1439","1/14/2017",752,"SouthernUtah",166.5,"2016-17","PortlandState",6,6
"1440","1/14/2016",754,"ArkansasLR",15,"2015-16","AppalachianSt",128,-15
"1441","1/14/2017",754,"WeberState",9,"2016-17","E.Washington",145,-9
"1442","1/14/2016",756,"Troy",158,"2015-16","UTArlington",7,7
